question_id,question
Q01644,do you need information about special deals
Q00166,are you interested in buying tickets to a raffle
Q00539,are you interested in weather strips for windows
Q03872,would you like to see pork tenderloin recipes
Q01235,are you referring to lymphoma in the eyes
Q03425,would you like to know about the investigation of the uss cole bombing
Q01565,do you like to know more about writing thank you notes for an interview
Q01614,do you need directions from your location to the uss yorktown
Q03865,would you like to see penguins of madagascar
Q01102,are you looking for things to do near culpeper national cemetery
Q01499,did you want to know if anyone near you has tried it
Q00818,are you looking for documentaries of people who live with ocd
Q00146,are you interested in atypical squamous cells in a test result
Q03265,would you like the definition of atypical squamous cells
Q03560,would you like to know more about us roads
Q02425,do you want to see a list of frank lloyd wrights most famouss works
Q00556,are you interested in where they grow
Q02572,is a rich text editor something you are familiar with
Q01811,do you want historical information on the ritz carlton lake las vegas
Q02649,may i provide you with information regarding when ralph owen brewster died and cause of death
Q00820,are you looking for east ridge high school activities
Q00858,are you looking for hoboken hotels
Q00394,are you interested in something specific about martha stewart and imclone
Q03396,would you like to know about madagascar exports
Q03295,would you like to become a pampered chef consultant
Q02947,what would you like to know about horse hooves
Q03067,which reporters are you interested in reading articles from
Q02443,do you want to see pros and cons of living in india
Q00397,are you interested in staying here for certain dates
Q02900,what time period are you referring to search on the schools in marshall county
Q01681,do you need requirements for food stamps in iowa
Q03732,would you like to learn about expats living in india
Q03238,would you like know about carpal tunnel syndrome
Q03012,which battle would you like to learn about how the technique of flushing was used
Q03780,would you like to read about different types of diet pills
Q03855,would you like to see inuyasha manga
Q00306,are you interested in learning when this disease was discovered
Q00181,are you interested in different brands of elliptical trainer
Q03314,would you like to buy some stuff related pittsburgh penguins
Q02257,do you want to know the types of prescribed antipsychotic drugs
Q01403,are you wanting to compare sizes of home theater systems
Q03908,would you like to see trombones for beginners
Q01319,are you seeing if rick warren is still alive
Q03802,would you like to see a company with this name
Q01602,do you need any specific information about sat grades
Q03261,would you like stories about the national guard in hurricane irene in manville nj
Q02115,do you want to know if any theatres near you is playing the movie
Q00107,are you interested in a specific brand of cell phone
Q02748,what city are you looking for in brazil
Q01970,do you want to know about brooks brothers clearance center in garland nc
Q03736,would you like to learn about how the usda food pyramid was created
Q02920,what type of hobby are you looking for
Q02786,what images of joints would you like to see
Q02183,do you want to know the cast of the music man
Q02776,what flushing are you interested in toilet or facial
Q03434,would you like to know about treatment for atypical squamous cells
Q03852,would you like to see images of objects that are black and gold
Q02053,do you want to know how many species are there of vines for shade
Q00531,are you interested in visiting memphis tennessee
Q02699,what adoption agency or shelter would you like to use
Q00422,are you interested in the cost of living in india
Q02752,what color of hair dye are you looking for
Q02992,where would you like your raffle to take place
Q02477,do you wish to rent a pressure washer
Q03923,would you like to view the traverse city newspaper
Q01966,do you want to know about a specific application of game theory
Q02408,do you want to price compare pressure washers
Q01587,do you need a phone number
Q00130,are you interested in all tribes formerly living in alabama or just one tribe
Q03642,would you like to know what a conficker is
Q00804,are you looking for dinosaur books
Q00215,are you interested in getting details on finding a lawyer for child support
Q02232,do you want to know the nutritional aspects of the kii fuit
Q03679,would you like to know when the electronic medical record became more widely used
Q03255,would you like prices of elliptical trainer
Q00768,are you looking for biodegradable dog clean up bags
Q02880,what specific information about afghanistan are you looking for
Q02369,do you want to know why the food pyramid was created
Q03063,which price listings would you like to know
Q00761,are you looking for avp beach volleyball
Q00759,are you looking for attractions near churchill downs
Q00625,are you looking for a handyman who can install a solar water fountain
Q02932,what types of ps 2 games do you like to play
Q00737,are you looking for any specific device equipped with gps
Q02934,what version of the song are you interested in
Q00701,are you looking for a suitable elliptical machine to use at home
Q01610,do you need contact information for starbucks
Q01575,do you mean the traditional ones or the seven deadly sins of something else
Q02207,do you want to know the history
Q01530,do you have a specific brand name on your mind
Q00427,are you interested in the details of mister rogers life
Q03224,would you like information about the average charitable donation broken down by year
Q00044,are you concerned about whether to go to the hispital for a spider bite
Q03692,would you like to know where indiana state fairgrounds is on a map
Q01465,are your dreams of varying modes of color
Q02955,what would you like to know about the dog heat season
Q03916,would you like to take a zuma class at arkadelphia health club
Q02243,do you want to know the size of culpeper national cemetery
Q00049,are you curious about the size
Q00912,are you looking for information to help you improve your golf technique
Q01186,are you on a road trip
Q03455,would you like to know how it functions
Q00994,are you looking for reviews of hotels
Q01913,do you want to buy old coins
Q02085,do you want to know how to do computer programming
Q02650,may i tell you about brewsters parents where and when he was born
Q03869,would you like to see pictures or videos of dinosaurs
Q00766,are you looking for benefits of an elliptical trainer vs other fitness machines
Q01691,do you need the address of the indiana state fairgrounds
Q02915,what type of euclid information are you interested in
Q02829,what kind of place would you like to stay at in the poconos
Q03936,would you want movie reviews
Q03365,would you like to know about a specific nicolas cage movie
Q02964,what would you like to know about zeus the largest dog in the whole world
Q01849,do you want movie reviews
Q01453,are you wondering where cheap internet is
Q00344,are you interested in penguin vape
Q01431,are you wondering about which spacecraft have reached other planets
Q02381,do you want to learn how to install weater strips on windows
Q03442,would you like to know barack obamas geneology
Q02074,do you want to know how some of them are called
Q02279,do you want to know what electronic skeet shoot is
Q02330,do you want to know where the quote came from
Q00341,are you interested in organ donation information
Q03678,would you like to know when the civil rights movement began
Q00970,are you looking for pictures of a tooth abscess
Q03543,would you like to know more about the author
Q01349,are you trying to buy pampered chef
Q00806,are you looking for directions to bellevue
Q02590,is there a particular gender of human
Q00135,are you interested in any other type of mushroom
Q00232,are you interested in how african american music influenced american culture
Q02194,do you want to know the cost of lipoma removal
Q00922,are you looking for kiwi fruit for sale near you
Q03258,would you like some mister rogers quotes
Q01550,do you know about why its important to have iron in your diet
Q03457,would you like to know how long eggs last past their expiration
Q03079,which time period of african american music history are you interested in
Q02235,do you want to know the pay range for a specific payscale
Q02666,the flag has an emblem on it i can tell you what it symbolizes
Q02383,do you want to learn how to make furniture
Q02446,do you want to see the starbucks menu
Q01820,do you want information about the roosevelt island tramway
Q00655,are you looking for a place to sell a used trombone
Q01225,are you referring to bellevue washington
Q01223,are you referring to bellevue iowa
Q03092,which types of benefits are you interested in with regard to running
Q03669,would you like to know what the equal opportunity employer act is
Q02170,do you want to know technical information about tv on computer
Q01314,are you searching for the information in regard to lipoma symptoms
Q00123,are you interested in a specific web page
Q02681,want to know the next movie with him
Q01688,do you need the address of culpeper national cemetery
Q02933,what variety of figs are you interested in
Q01741,do you need treatment information for lipoma
Q01033,are you looking for specific products related to getting organized
Q02465,do you want to watch some nicolas cage movies
Q00331,are you interested in nba records for this season or all of history
Q01152,are you looking to dye your hair
Q02599,is there a specific program you are looking for
Q02828,what kind of pictures are you looking for
Q02950,what would you like to know about obamas heritage
Q01952,do you want to hear a specific demographic from the results
Q00713,are you looking for a way to tie this knot quickly
Q03797,would you like to review universal animal cuts
Q02297,do you want to know what specific purposes the observatories serve
Q02483,do you you want to know what happen if no actions would be taken
Q01076,are you looking for the kcs academy
Q03707,would you like to know where to get treatment
Q00489,are you interested in the recycling process for lead acid batteries
Q02338,do you want to know where to get treatment for a hip fracture
Q02816,what kind of aircrafts would you like to know about
Q00105,are you interested in a specific aspect of his life
Q01042,are you looking for symptoms of fibromyalgia
Q03148,would you be interested in local regional national or international news regarding the average charitable donation
Q03606,would you like to know the history of the bowflex power pro
Q02935,what was the lead acid battery you want to recycle used for
Q02893,what things to do and see are you interested in
Q02303,do you want to know what the usda food pyramid is
Q00681,are you looking for a specific model or part
Q03228,would you like information on camping in the sangre de cristo mountains
Q01422,are you wanting to see videos by the pastor
Q03047,which of the seven deadly sins do you want to know more about
Q02182,do you want to know the candidates for the 2008 results as well
Q02328,do you want to know where the nile is located
Q00877,are you looking for information about how big the sun is
Q02252,do you want to know the symptoms of ocd
Q03574,would you like to know symptoms that are concerning enough that you swould go to the emergency department
Q01160,are you looking to get more information about titan machinery
Q00772,are you looking for books on the korean language
Q02856,what part of india are you interested in
Q02464,do you want to watch news videos or read the news
Q02544,how much weight do you want to lose while dieting
Q00511,are you interested in the uss carl vinsons dimensions
Q00575,are you interested to fill a survey for them
Q03644,would you like to know what age male menopause typically starts
Q00017,are there any specific flowers you would like to know about
Q03735,would you like to learn about how fast blue throated hummingbirds are
Q00773,are you looking for butter and margarine comparison
Q01197,are you purchasing pork tenderloin today
Q03001,which animal are you interested in knowing about in regards to von willebrand disease
Q01502,did you want to know if there are activities for poem in your pocket day near you
Q01282,are you referring to the song i will survive
Q01626,do you need directions to visit dr zhivago
Q02357,do you want to know who owns the company imclone
Q00179,are you interested in cultivated or wild bobcats
Q02775,what facts did you want to know about fidel castro
Q01464,are you worried your forearm pain means you have a broken bone
Q03658,would you like to know what is a suitable feet for someone who has barrets esophagus
Q03284,would you like the names of the original bewitched cast members
Q02310,do you want to know when elvis presleys home was built
Q00584,are you interesting in tracking of golf balls on the course
Q02680,want to know the nba alltime record holders
Q03794,would you like to recycle lead acid batteries for money or for free
Q01397,are you wanting a room at the ritz carlton in las vegas
Q01965,do you want to know about a satellite receivers or dishes
Q03662,would you like to know what negative effects a hair dye can have in health
Q00141,are you interested in applying for federal jobs
Q03211,would you like highly rated reviews
Q03373,would you like to know about carpal tunnel syndrome treatment
Q01937,do you want to find online golf tutorials
Q03570,would you like to know some website address
Q00025,are you asking about a horses feet
Q00567,are you interested in wind powered cars
Q02062,do you want to know how much it costs to stay here
Q01969,do you want to know about alternatives to a septic system
Q02290,do you want to know what madam cj walker invented
Q00728,are you looking for an apartment in kansas city mo
Q02436,do you want to see images of it
Q00192,are you interested in educational reviews and essays about the secret garden for a homework assignment
Q03778,would you like to read a book he wrote
Q01933,do you want to find a restaurant or store here
Q00294,are you interested in learning more about how throat cancer lumps feel like
Q02358,do you want to know who painted the last supper painting
Q00606,are you looking for a contact number for the city government
Q02926,what type of news are you interested in
Q02147,do you want to know more about companies headquartered in bellevue washington
Q03868,would you like to see pictures of the uss carl vinson
Q03357,would you like to hear departure times for ontario california airport
Q02990,where will you be storing them
Q01140,are you looking to buy a teddy bear for a child or an adult
Q00960,are you looking for our schedule of classes or events
Q02030,do you want to know foreigners feelings about living in india
Q02122,do you want to know if doctor zhivago is a real person
Q03066,which ps 2 game genres are you interested in
Q03215,would you like historical information on madam cj walker
Q02036,do you want to know how black and gold have been used in products
Q03452,would you like to know how gps works
Q02172,do you want to know the address
Q02474,do you wish to know the climate of vanuatu
Q00318,are you interested in middle school halloween activities worksheets
Q01875,do you want the definition of fibromyalgia
Q01845,do you want more information about the sandy actors theater
Q00998,are you looking for reviews related to it
Q00342,are you interested in other categories of tornadoes
Q02725,what areas of wilsons disease are you most interested in learning about
Q02309,do you want to know what years mister rogers aired on television
Q00268,are you interested in knowng the earthquake intensities recorded by the hawaiian volcano observatories
Q02624,is there something you need to know about this condition
Q02068,do you want to know how old it is estimated to be
Q03730,would you like to known tzus philosophies on war
Q01824,do you want information on deaths associated with altitude sickness
Q02190,do you want to know the cost of a gmat prep class
Q01789,do you want an acronym meanining for avp
Q03269,would you like the evolution of men or women
Q02457,do you want to take a sat prep class
Q00732,are you looking for an occupational therapist
Q02276,do you want to know what country the source is in
Q00174,are you interested in comparing coverage prices
Q00021,are they poisonous
Q02911,what type of craft are you using the pvc for
Q03631,would you like to know the typical treatment for wilsons disease
Q03083,which tv and computer information would you like to know more about
Q03358,would you like to hear nes about ontario california airport
Q01262,are you referring to the injury
Q03475,would you like to know how to become a dj
Q00288,are you interested in learning how to construct a hip roof
Q01868,do you want stores selling elliptical trainer
Q03705,would you like to know where to buy one
Q02686,want to see a list of vacation destinations that include architecture designed by frank lloyd wright
Q01931,do you want to find a certain song
Q00259,are you interested in kansas city mo tourism
Q00340,are you interested in old town scottsdale
Q01271,are you referring to the movie
Q00477,are you interested in the original classic book by frances hodges burnett
Q01201,are you referring of the dangers of asbestos in new or old houses
Q01895,do you want their names
Q00496,are you interested in the size of the company
Q03864,would you like to see notable residents of bellevue washington
Q00468,are you interested in the most important rules of golf
Q01700,do you need this information for any specific part of your ceremony
Q01395,are you using this around the yard
Q03323,would you like to compare a hip roof to another style
Q03059,which party do you want results from
Q01828,do you want information on international travel or domestic travel
Q00935,are you looking for luna moths
Q02251,do you want to know the symptoms of male menopause
Q03027,which holiday season are you interested in
Q00648,are you looking for a musical keyboard or a computer keyboard
Q01207,are you referring to a gas grill
Q02487,does your forearm hurt from sports
Q02587,is there a coin dealer near you
Q00706,are you looking for a type of appraiser
Q02762,what do you need appraised
Q01959,do you want to inquire about the benefits of running in regards to living longer
Q00139,are you interested in any specific rules
Q00314,are you interested in male menopause symptoms
Q02543,how much time would you like to spend on maintaining the plant
Q00909,are you looking for information on weather
Q02619,is there any specific type of product on your mind
Q00302,are you interested in learning more about tuition costs for the american military university
Q03727,would you like to know why its important to lower your heart rate
Q03072,which specific retail business you would like information on that sells teddy bears
Q02051,do you want to know how many people were killed in the uss cole bombing
Q01915,do you want to buy rock art
Q01483,did you know that its 1965 film adaptation got 5 oscars i can give you more details if you want
Q02156,do you want to know more about star trek voyager
Q03297,would you like to book a flight
Q00037,are you asking about the shelf life of refrigerated or unrefrigerated eggs
Q02652,may i tell you the numnber of earthquakes recorded in the past month in the yellowstone area
Q02033,do you want to know how a tooth abscess is treated
Q00513,are you interested in the whereabouts of the university of carolina
Q03672,would you like to know what the most common architecture style uses hip roofs
Q00739,are you looking for any specific faculty member of university of phoenix
Q03569,would you like to know some basic tips for sewing
Q01394,are you upset by the quality of your internet service
Q01430,are you wondering about the history of pampered chef
Q01060,are you looking for the cost
Q02798,what is ralph owen brewser famous for
Q00936,are you looking for lyrics and chords to play
Q03431,would you like to know about the symptoms of barretts esophagus
Q03184,would you like a quick recipe
Q00613,are you looking for a dictionary
Q01905,do you want to be on the beach
Q01043,are you looking for teaching resources concerning evolution
Q00885,are you looking for information on a specific diversity program
Q01561,do you like to know benefits of yoga in the morning
Q03503,would you like to know if the afghanistan flag has changed over the years
Q00353,are you interested in programming courses for children
Q00225,are you interested in hearing facts about the proposed border wall
Q02214,do you want to know the latest weather updates for pocono mountains
Q00546,are you interested in what hip roofs are made of such as metal or asphalt
Q02757,what country spider bites are you interested in identifying
Q02066,do you want to know how often nasa tries to travel to other planets
Q01336,are you talking about a spacecraft or a song
Q03517,would you like to know more about a 403b retirement account
Q00974,are you looking for places to buy fencebuilding materials
Q03894,would you like to see the current pampered chef catalog
Q03139,would remedies using honey be what you are looking for
Q03243,would you like me to direct you to emergency services
Q03720,would you like to know who are buried at culpeper national cemetery
Q03360,would you like to host the show
Q01751,do you think the best long term care insurance is right for you
Q01743,do you neeed dry wall products
Q01357,are you trying to find a calculator specifically to find a mean
Q03899,would you like to see the legal definition of equal opportunity employer
Q01011,are you looking for similar artists to neil young
Q01061,are you looking for the cost of solar panels
Q00711,are you looking for a way to do this with pictures
Q01563,do you like to know facts about elvis presley
Q01722,do you need to know the cause of it
Q03009,which atari computer system would you like to know about
Q02721,what area is florida are you interested in
Q00718,are you looking for activities for the day
Q03599,would you like to know the habitat of the bobcat
Q00692,are you looking for a specific time period for
Q03173,would you like a list of stores that sell home theater systems
Q01666,do you need korean language classes
Q02636,is this the topic of a reseach paper that you may be writing
Q01433,are you wondering how nutritious cannellini beans are
Q03443,would you like to know cheap ways to grow vines
Q01368,are you trying to find out if they can use deadly force
Q03084,which type of antenna are you interested in
Q02542,how much time can you spend preparing the beef stroganoff
Q02692,were you looking for how cell phones work
Q01947,do you want to get a hunting or fishing license in arizona
Q02842,what levels of vldl levels are you looking for normal or abnormal
Q00659,are you looking for a radiocontrolled plane
Q01548,do you have travel plans
Q01936,do you want to find local tournaments near you
Q02397,do you want to look at foods besides fruits and vegetables that are high in magnesium
Q01873,do you want the contact info for alexian brothers hospital
Q02493,for which year would you like to know the illinois state tax
Q03248,would you like more information about the challenges of living in india
Q02108,do you want to know how wiki works
Q03015,which counties law would you like clarification on
Q00410,are you interested in the best place to live in india
Q03655,would you like to know what figs taste like
Q00389,are you interested in selling or buying a trombone on amazon
Q02479,do you wish to take a korean language test
Q03103,who do you want to find news reported by
Q01595,do you need an address
Q03670,would you like to know what the idaho sate flower is
Q03260,would you like stock information for avon products incorporated
Q03392,would you like to know about its benefit for a pregnant woman
Q02877,what sort of maximum physical characteristic for dogs would you like to know about
Q00886,are you looking for information on a specific league
Q03619,would you like to know the phone number of mayo clinic jacksonville fl
Q01752,do you think your dog is in heat
Q01273,are you referring to the movie rain man
Q01436,are you wondering how to spot a tornado
Q02265,do you want to know what ammonia is used for in pink slime
Q01724,do you need to know the difference between a watch and a warning
Q01588,do you need a pressure washer shipped directly
Q00357,are you interested in purchasing it online
Q01462,are you wondering who used cheap internet
Q01981,do you want to know about indoor or outdoor grilling
Q01287,are you referring to the titans from titanfall
Q03878,would you like to see reviews by professionals or by readers
Q02814,what is your purpose for searching for the last supper painting
Q01194,are you planning to take a trip on ontario or california
Q02575,is it before or after the expiration date
Q03436,would you like to know about walkers method of perming hair
Q02781,what hair dye brand will you use
Q01776,do you want a map of your local area
Q01731,do you need to know where you can purchase a grill
Q00244,are you interested in how tornadoes are formed
Q01468,can i give the percentages for a specific party
Q01251,are you referring to the arcade game called defender
Q00272,are you interested in knowning the 50 states in the world
Q02040,do you want to know how fast an f5 tornados speed is
Q00841,are you looking for free internet phone service or are you willing to pay for it
Q01748,do you seek further information on lab breeders
Q03511,would you like to know information about iron fe
Q03845,would you like to see google maps homepage
Q01222,are you referring to an indian tribe
Q02129,do you want to know if memory loss is a sign of mad cow disease
Q00159,are you interested in brooks brothers clearance shirts
Q01180,are you more interested in how to apply sun tzu philosophy to a business
Q00730,are you looking for an essay or book about this topic
Q01015,are you looking for some medication
Q02941,what would you like to know about bobcats
Q03210,would you like help searching for work in michigan
Q01134,are you looking into historical homes
Q02936,what was the price range you were looking for
Q02238,do you want to know the price of hp mini 2140
Q03089,which type of lead acid batteries do you want to recycle
Q03028,which home theater system are you interested in
Q03471,would you like to know how the uss cole was repaired
Q00636,are you looking for a list of er episodes
Q00949,are you looking for more information on food stamps in iowa
Q02012,do you want to know about treatments
Q02173,do you want to know the advantages and disadvantages of hip roofs
Q02028,do you want to know facts about the sun
Q03745,would you like to learn about the origin of that quote
Q03728,would you like to know why some scientists think the yellowstone volcano is in the process of dying
Q00122,are you interested in a specific type of product
Q00612,are you looking for a diagram of a horse hoof
Q01211,are you referring to a person named rice
Q00700,are you looking for a store that sells trombones near you
Q00591,are you looking bellevue square mall
Q00663,are you looking for a security system
Q00508,are you interested in the types of airplanes on the uss carl vinson
Q01560,do you like to know about the commander of the uss cole
Q02918,what type of game theory do you want to know about
Q00255,are you interested in job openeings in kansas city mo
Q01737,do you need to repair your toilet
Q01605,do you need any specific information on health insurance
Q01809,do you want help finding a medical doctor for diabetes education
Q01943,do you want to find recipes to learn how to make magnesium rich foods
Q01729,do you need to know what to do in case there is a tornado
Q02610,is there any important documents youre trying to access
Q03252,would you like more information on the wildlife the maryland department of natural resources manages
Q00467,are you interested in the mister rogers movie
Q00811,are you looking for djs in your area
Q02922,what type of information about the show do you need
Q02712,what are you interested in knowng about the life expectancy of larger dogs
Q02006,do you want to know about the signs based on any specific demographics
Q00101,are you interested in a school district
Q02340,do you want to know where worms come from
Q00821,are you looking for east ridge high school in woodbury mn
Q03024,which famouss f5 tornado are you interested in learning more about
Q00162,are you interested in buying a new atari game console
Q02707,what are the ages of the children you want to find activities for
Q02497,had fidel castro have a family
Q01932,do you want to find a nearby recycling center that can accept thise batteries
Q03328,would you like to contact a lawyer about a possible dnr
Q03710,would you like to know where you can buy figs
Q00024,are you a dj
Q03171,would you like a list of rock and gem shows in 2019
Q03539,would you like to know more about satellite tv history
Q02410,do you want to purchase an atari game
Q01541,do you have forearm pain from typing
Q01025,are you looking for specific information about martha stewart and imcones age
Q01034,are you looking for specific products related to toilets
Q02813,what is your projected budget for your wedding
Q00524,are you interested in video games related to defender
Q02630,is this for an emergancy
Q01094,are you looking for the symptoms
Q02898,what time period are you looking for information about
Q00673,are you looking for a specific event or activity
Q01553,do you know someone named rick warren
Q02166,do you want to know more about the voyager mission
Q01787,do you want a timeline of this topic
Q02675,using needle and thread or a sewing machine
Q00227,are you interested in historical medical treatment for sore throats
Q00497,are you interested in the small single board computers or the pie
Q02416,do you want to read reviews about dr zhivago
Q01850,do you want names of companies that file income taxes online
Q01190,are you planning to grow the tree
Q03891,would you like to see the a specific titan
Q03693,would you like to know where it originates from
Q02588,is there a medical condition that you are looking heal
Q01275,are you referring to the name of elvis presleys house
Q00812,are you looking for doctor recommended remedies
Q02188,do you want to know the cost
Q00857,are you looking for hobby stores located in maryland
Q00404,are you interested in the age breakdown of common hip fracture sufferers
Q02264,do you want to know what adobe indian houses are made out of
Q00230,are you interested in home decor items that are dinosaur related
Q02405,do you want to pay a bill
Q02975,whats your price range
Q01337,are you talking about news in colorado
Q00865,are you looking for how hot the sun is
Q00161,are you interested in buying a house in india
Q00566,are you interested in why they are needed
Q02886,what sport are you interested in
Q02286,do you want to know what ketones are
Q01629,do you need facts about the history of cuba
Q02114,do you want to know if any cannellini beans have ever been recalled
Q00437,are you interested in the full name of the current president of the united states
Q01036,are you looking for standings of a specific sport
Q01707,do you need to cook a pork tenderloin
Q02972,what year is the ford edge that you are having problems with
Q03274,would you like the history of the uss yorktown or information on visiting it
Q03465,would you like to know how many tickets they right ever year
Q03331,would you like to do online shopping
Q00697,are you looking for a specific web site
Q00651,are you looking for a paper version of us map
Q02997,which afghanistan flag are you interested in learning about the current one or a past version
Q01417,are you wanting to know what it is
Q03077,which symptoms would you like to know about
Q00798,are you looking for details about disneyland hotels
Q01144,are you looking to buy cheap internet
Q00778,are you looking for causes of forearm pain
Q01641,do you need information about different types of solar panels
Q00077,are you interested in a certain inuyasha character
Q00650,are you looking for a new phone with a specific carrier
Q03686,would you like to know where fickle creek farm is on a map
Q00611,are you looking for a dentist
Q00008,are asking what the symptoms are for angular cheilits
Q02008,do you want to know about the symptoms of lymphoma in dogs
Q00874,are you looking for information about efiling federal income tax return
Q03739,would you like to learn about rock and gem shows in oregon
Q03586,would you like to know the classification of the uss cole
Q02625,is this a hobby for an adult
Q00894,are you looking for information on its maintenance
Q03235,would you like information on this years keyboards
Q00578,are you interested to see male menopause jokes
Q03337,would you like to find a plane ticket to barbados
Q00295,are you interested in learning more about knowledgecentered service
Q02658,shall i open discovery channel store homepage
Q00070,are you inquiring which typical or uncommon drug is used
Q00688,are you looking for a specific product in flushing queens
Q01643,do you need information about medical services
Q00330,are you interested in musical notes and their origins
Q00753,are you looking for any specific web pages
Q02253,do you want to know the symptoms of wilsons disease
Q00411,are you interested in the best priced long term care insurance or best coverage
Q01792,do you want annual savings totals if you install solar panels
Q01949,do you want to go to a djs website
Q00664,are you looking for a seller near you
Q03147,would you be interested in learning more about the history of the american military university
Q01258,are you referring to the email client
Q01316,are you searching for workers for your company
Q02923,what type of instructions are you looking for
Q03278,would you like the latest news of barbados
Q02060,do you want to know how much designer dog breeds cost
Q02034,do you want to know how a us president is elected
Q00500,are you interested in the suns size
Q00125,are you interested in a subscription to the milwaukee journal sentinel
Q02550,how to locate tornado shelters
Q02751,what color flowers are you interested in
Q00787,are you looking for contact information
Q02025,do you want to know early signs
Q02745,what cell phone apps are you interested in
Q02117,do you want to know if blue throated hummingbirds are nice
Q00537,are you interested in ways to relieve pain caused by carpal tunnel syndrome
Q01500,did you want to know if it was effective for different levels of weight
Q01050,are you looking for the basics of septic system design
Q01068,are you looking for the difference between insect bites and spider bites
Q01951,do you want to go to euclid elementary
Q00367,are you interested in reading more about the health benefits of dieting
Q03167,would you like a list of photographs commonly associated with biographies involving frank lloyd wright
Q03399,would you like to know about mens balding cures
Q01505,did you want to know the medication names of common schizophrenia drugs
Q01539,do you have any type of asbestos in mind when you ask about the dangers of asbestos
Q03040,which mountain ski resort would you like information around the pocono area
Q00431,are you interested in the documentary made about mister rogers
Q00089,are you interested in a map showing old town scottsdale
Q02281,do you want to know what foods you swould avoid while on this feet
Q01597,do you need an event schedule for the indiana state fairgrounds
Q03656,would you like to know what george bush sr did before being president
Q00478,are you interested in the outcomes of the civil war battles in south carolina
Q00632,are you looking for a job in dutchess county in regards to tourism
Q01387,are you trying to loss weight
Q01411,are you wanting to know its location
Q03826,would you like to see a price range for appraisals
Q02584,is there a certain melody you are interested in
Q02267,do you want to know what are cosidered designer dog breeds
Q02691,were you interested in the side effects of universal animal cuts
Q02797,what is it like today living in india
Q01164,are you looking to organize your course work
Q00126,are you interested in a summery of the book before buying it
Q03038,which mister rogers are you interested in
Q01296,are you reffering to the federal or state tax
Q03219,would you like information about cholesterol reports
Q00846,are you looking for gmat prep classes near you
Q00760,are you looking for attractions near porterville
Q03113,why are you interested in learning more about male menopause
Q02054,do you want to know how many square miles afghanistan is
Q03016,which country do you want to find mushrooms in
Q03423,would you like to know about the current population numbers of blue throated hummingbirds
Q03368,would you like to know about bhp treatment for dogs
Q03327,would you like to conact the maryland department of natural resources
Q02554,i assume you are referring to the 1965 film adaptation by david lean would you like to know which home media releases there are
Q02088,do you want to know how to get to arkansas
Q01405,are you wanting to find black and gold logos
Q01220,are you referring to a vehicle
Q01955,do you want to hear the songs while you read the lyrics
Q03070,which social networking sites would you like information on
Q01007,are you looking for showtimes for the music man
Q03618,would you like to know the penguins schedule
Q02019,do you want to know awards er has won
Q01369,are you trying to find out if you could listen to the current music on youtube for free
Q03271,would you like the history of indiana state fairgrounds
Q03806,would you like to see a list of atari games
Q01269,are you referring to the monster from the final fantasy series
Q00890,are you looking for information on different computer programming languages
Q03640,would you like to know trending data or a timeline for the uplift at yellowstone national park
Q02548,how soon is this needed
Q02897,what time of year would you like the flowers for
Q01048,are you looking for the american civil war
Q03279,would you like the legal definition of diversity
Q00557,are you interested in where to buy cannellini beans
Q03037,which military generals fought in the battles your most interested in
Q03549,would you like to know more about the health care provided to jehovahs witnesses
Q03495,would you like to know how you can watch the movie online
Q02101,do you want to know how to tie a full windsor knot
Q03160,would you like a list of brooks brothers shoes on clearance
Q03111,who you be interested in becoming a diabetes educator
Q01654,do you need information on how to install a toilet
Q00060,are you halloween activities for a middle school teacher or a student
Q02388,do you want to learn more about the foods you swould eat
Q02927,what type of problem are you having with the hp mini 2140
Q03648,would you like to know what avp stands for
Q01084,are you looking for the nearest location to buy a pressure washer
Q02288,do you want to know what kind of music was the first
Q00442,are you interested in the history of barbados
Q01058,are you looking for the computer part
Q01877,do you want the easiest recipe
Q00076,are you interested in a certain fitting for a pvc pipe
Q01780,do you want a phone number
Q03938,would you want to know about ron howards acting career
Q03196,would you like book reviews
Q02452,do you want to sell old coins
Q00483,are you interested in the quote from hamlet
Q02730,what aspects of altitude sickness are you looking for information on
Q01256,are you referring to the company called satellite industries inc
Q03881,would you like to see reviews on elliptical trainers
Q02687,want to see some examples of his philosophy
Q01308,are you searching for local companies to install a theater system
Q00032,are you asking about the battles in the american revolution
Q00155,are you interested in black history
Q00552,are you interested in where in alabama indian tribes lived
Q01709,do you need to find a doctor that treats fibromyalgia
Q02640,is your dog acting strangely like they are in heat
Q00262,are you interested in knowing the avergae salary of an employee of the tennessee highway patrol
Q00926,are you looking for lapidary classes
Q03915,would you like to take a survey on your cholesterol
Q02485,does carpenterter bee make a nest
Q01420,are you wanting to renovate your home in order to have a theater system
Q01070,are you looking for the first president ever
Q03504,would you like to know if there are any special considerations for expectant mothers
Q03286,would you like the phone numbers to the va dmv registration
Q03316,would you like to buy supplements
Q02963,what would you like to know about yahoo
Q02984,where are you looking to travel to
Q01586,do you need a map of the area would you like the website address
Q03699,would you like to know where the observatories are located
Q03308,would you like to buy a home theater system
Q01993,do you want to know about the bombing of the uss cole
Q00595,are you looking for a car raffles in your area
Q02617,is there any specific race on your mind
Q01860,do you want reviews of the les miserables book
Q00390,are you interested in selling or buying a trombone on ebay
Q03401,would you like to know about normal heart rate
Q02796,what is f5 tornados top speed
